"id","group","realtime","y"
"000_0001","Ch01: EGF  250 ng/ml 10min",0,1.06625195185504
"000_0001","Ch01: EGF  250 ng/ml 10min",2,1.08377055885964
"000_0001","Ch01: EGF  250 ng/ml 10min",4,1.07285005951474
"000_0001","Ch01: EGF  250 ng/ml 10min",6,1.07125419824175
"000_0001","Ch01: EGF  250 ng/ml 10min",8,1.07154889393529
"000_0001","Ch01: EGF  250 ng/ml 10min",10,1.05414978953179
"000_0001","Ch01: EGF  250 ng/ml 10min",12,1.03423166321957
"000_0001","Ch01: EGF  250 ng/ml 10min",14,1.00380111973068
"000_0001","Ch01: EGF  250 ng/ml 10min",16,0.992685180801209
"000_0001","Ch01: EGF  250 ng/ml 10min",18,0.984551464208884
"000_0001","Ch01: EGF  250 ng/ml 10min",20,0.983895105022068
"000_0001","Ch01: EGF  250 ng/ml 10min",22,0.995384869651319
"000_0001","Ch01: EGF  250 ng/ml 10min",24,0.989654327160277
"000_0001","Ch01: EGF  250 ng/ml 10min",26,0.982439561579221
"000_0001","Ch01: EGF  250 ng/ml 10min",28,0.980139860136688
"000_0001","Ch01: EGF  250 ng/ml 10min",30,0.961720008443053
"000_0001","Ch01: EGF  250 ng/ml 10min",32,0.940072896223209
"000_0001","Ch01: EGF  250 ng/ml 10min",34,0.92966443402792
"000_0001","Ch01: EGF  250 ng/ml 10min",36,0.936091612501096
"000_0001","Ch01: EGF  250 ng/ml 10min",38,0.933809822872668
"000_0001","Ch01: EGF  250 ng/ml 10min",40,0.932032622483902
"000_0001","Ch01: EGF  250 ng/ml 10min",42,0.94074862055225
"000_0001","Ch01: EGF  250 ng/ml 10min",44,1.11631825316614
"000_0001","Ch01: EGF  250 ng/ml 10min",46,1.12439249600889
"000_0001","Ch01: EGF  250 ng/ml 10min",48,1.13321552031737
"000_0001","Ch01: EGF  250 ng/ml 10min",50,1.13123658009919
"000_0001","Ch01: EGF  250 ng/ml 10min",52,1.1163412906096
"000_0001","Ch01: EGF  250 ng/ml 10min",54,1.1000198564969
"000_0001","Ch01: EGF  250 ng/ml 10min",56,1.07954516326128
"000_0001","Ch01: EGF  250 ng/ml 10min",58,1.0552629490682
"000_0001","Ch01: EGF  250 ng/ml 10min",60,1.04030145457694
"000_0001","Ch01: EGF  250 ng/ml 10min",62,1.02917970285415
"000_0001","Ch01: EGF  250 ng/ml 10min",64,1.01903306408783
"000_0001","Ch01: EGF  250 ng/ml 10min",66,1.01984870661733
"000_0001","Ch01: EGF  250 ng/ml 10min",68,1.0266486714005
"000_0001","Ch01: EGF  250 ng/ml 10min",70,1.03114781299739
"000_0001","Ch01: EGF  250 ng/ml 10min",72,1.0203191809324
"000_0001","Ch01: EGF  250 ng/ml 10min",74,1.02206197635149
"000_0001","Ch01: EGF  250 ng/ml 10min",76,1.03603653489711
"000_0001","Ch01: EGF  250 ng/ml 10min",78,1.04228465045422
"000_0001","Ch01: EGF  250 ng/ml 10min",80,1.04218613197601
"000_0001","Ch01: EGF  250 ng/ml 10min",82,1.03728692910564
"000_0001","Ch01: EGF  250 ng/ml 10min",84,1.04318872490737
"000_0001","Ch01: EGF  250 ng/ml 10min",86,1.04789410551195
"000_0001","Ch01: EGF  250 ng/ml 10min",88,1.04555304862426
"000_0001","Ch01: EGF  250 ng/ml 10min",90,1.03040784159869
"000_0001","Ch01: EGF  250 ng/ml 10min",92,1.03007459389941
"000_0001","Ch01: EGF  250 ng/ml 10min",94,1.04564275316099
"000_0001","Ch01: EGF  250 ng/ml 10min",96,1.03815725073989
"000_0001","Ch01: EGF  250 ng/ml 10min",98,1.03435175327693
"000_0001","Ch01: EGF  250 ng/ml 10min",100,1.03699774225978
"000_0001","Ch01: EGF  250 ng/ml 10min",102,1.0427324155565
"000_0001","Ch01: EGF  250 ng/ml 10min",104,1.05039491239022
"000_0001","Ch01: EGF  250 ng/ml 10min",106,1.0548860686061
"000_0001","Ch01: EGF  250 ng/ml 10min",108,1.05144622898987
"000_0001","Ch01: EGF  250 ng/ml 10min",110,1.0519974337179
"000_0001","Ch01: EGF  250 ng/ml 10min",112,1.04598750458238
"000_0001","Ch01: EGF  250 ng/ml 10min",114,1.05294978651819
"000_0001","Ch01: EGF  250 ng/ml 10min",116,1.05232530288745
"000_0001","Ch01: EGF  250 ng/ml 10min",118,1.04086544023973
"000_0001","Ch01: EGF  250 ng/ml 10min",120,1.05492246430694
"000_0001","Ch01: EGF  250 ng/ml 10min",122,1.06668306895208
"000_0001","Ch01: EGF  250 ng/ml 10min",124,1.06539900918651
"000_0001","Ch01: EGF  250 ng/ml 10min",126,1.06027364917468
"000_0001","Ch01: EGF  250 ng/ml 10min",128,1.05636062090118
"000_0001","Ch01: EGF  250 ng/ml 10min",130,1.05980099972567
"000_0001","Ch01: EGF  250 ng/ml 10min",132,1.0440118738218
"000_0001","Ch01: EGF  250 ng/ml 10min",134,1.05327822018463
"000_0001","Ch01: EGF  250 ng/ml 10min",136,1.05598525125649
"000_0001","Ch01: EGF  250 ng/ml 10min",138,1.06406320626619
"000_0001","Ch01: EGF  250 ng/ml 10min",140,1.05581814084562
"000_0001","Ch01: EGF  250 ng/ml 10min",142,1.06036820382184
"000_0001","Ch01: EGF  250 ng/ml 10min",144,1.08763870477394
"000_0001","Ch01: EGF  250 ng/ml 10min",146,1.09692829170573
