"Image_Metadata_Site","objNuc_TrackObjects_Label","objNuc_Intensity_IntegratedIntensity_imErk","objNuc_Intensity_IntegratedIntensity_imErkCorrOrig","objNuc_Intensity_IntegratedIntensity_imNuc","objNuc_Intensity_IntegratedIntensity_imNucCorrBg","objNuc_Intensity_MeanIntensity_imErk","objNuc_Intensity_MeanIntensity_imErkCorrOrig","objNuc_Intensity_MeanIntensity_imNuc","objNuc_Intensity_MeanIntensity_imNucCorrBg","objCyto_Intensity_IntegratedIntensity_imErk","objCyto_Intensity_IntegratedIntensity_imErkCorrOrig","objCyto_Intensity_IntegratedIntensity_imNuc","objCyto_Intensity_IntegratedIntensity_imNucCorrBg","objCyto_Intensity_MeanIntensity_imErk","objCyto_Intensity_MeanIntensity_imErkCorrOrig","objCyto_Intensity_MeanIntensity_imNuc","objCyto_Intensity_MeanIntensity_imNucCorrBg","objNuc_Location_Center_X","objNuc_Location_Center_Y","objNuc_ObjectNumber","RealTime","Metadata_Well","Stimulation_duration","Stimulation_wl","Stimulation_intensity","Stimulation_treatment"
0,1,7.11862368229777,4.12956143915653,22.6465248093009,7.05054552108049,0.020338924806565,0.0117987469690187,0.0647043565980026,0.0201444157745157,2.8234989149496,1.43472226243466,8.27907229587436,1.04553112760186,0.0173220792328196,0.0088019770701513,0.0507918545759163,0.00641430139633044,481.502857142857,16.7914285714286,1,0,1,"5s","470nm/10 + ND5","100% light",NA
0,1,7.69411769974977,4.58387379907072,24.4549019783735,7.54188437387347,0.0201416693710727,0.0119996696310752,0.0640180680062134,0.0197431528111871,5.75770204234868,3.18510031793267,16.0112154148519,1.91875618696213,0.0181059812652474,0.0100160387356373,0.0503497340089682,0.00603382448730229,483.023560209424,31.5994764397906,3,1,1,"5s","470nm/10 + ND5","100% light",NA
0,1,7.49918369017541,4.5776401637122,23.7676509022713,7.41013135388494,0.0202680640275011,0.0123720004424654,0.0642368943304629,0.0200273820375269,3.73444726783782,1.97435181494802,11.253025136888,1.41985437273979,0.01682183453981,0.00889347664391001,0.0506893024184145,0.00639574041774681,482.935135135135,32.1486486486486,3,2,1,"5s","470nm/10 + ND5","100% light",NA
0,1,7.76353097241372,4.57207483239472,24.54401473701,7.39833197370172,0.0202175285739941,0.0119064448760279,0.0639167050442969,0.0192664895148482,2.2441748874262,1.1463233968243,6.69454491138458,0.800995752215385,0.0170013249047439,0.00868426815775985,0.0507162493286711,0.00606814963799534,483.684895833333,31.7447916666667,2,3,1,"5s","470nm/10 + ND5","100% light",NA
0,1,7.90733199845999,4.63991244882345,24.8787976615131,7.53474067151546,0.0201717653021939,0.0118365113490394,0.0634663205650844,0.0192212772232537,1.88755627721548,0.950944038107991,5.72533761709929,0.725399024784565,0.0167040378514644,0.00841543396555744,0.0506667045760999,0.00641946039632358,485.02806122449,31.4948979591837,2,4,1,"5s","470nm/10 + ND5","100% light",NA
0,1,8.19313349574804,4.79353822488338,25.4831617772579,8.25448929145932,0.0202299592487606,0.0118358968515639,0.0629213871043405,0.0203814550406403,0.950743884779513,0.480697702616453,2.83154040575027,0.441548950970173,0.0169775693710627,0.00858388754672238,0.0505632215312549,0.00788480269589594,485.693827160494,31.4617283950617,2,5,1,"5s","470nm/10 + ND5","100% light",NA
0,1,8.02345316577703,4.72818396706134,24.7515221424401,7.47235080972314,0.020312539660195,0.0119700859925604,0.062662081373266,0.0189173438220839,0.794476244598627,0.40306353662163,2.37927825003862,0.325363870710135,0.0169037498850772,0.00857581992811979,0.0506229414901835,0.00692263554702414,485.994936708861,30.6759493670886,2,6,1,"5s","470nm/10 + ND5","100% light",NA
0,1,8.07605100981891,4.80567860975862,24.7074693329632,7.76573856547475,0.0204456987590352,0.0121662749614142,0.0625505552733246,0.0196600976341133,0.962813768535852,0.483345806598663,2.89886320382357,0.40329498052597,0.0166002373885492,0.00833354838963213,0.0499804000659236,0.00695336173320639,487.516455696203,30.8556962025316,2,7,1,"5s","470nm/10 + ND5","100% light",NA
0,1,8.07066456228495,4.8626382322982,24.5966278389096,7.60765947774053,0.0205360421432187,0.0123731252730234,0.0625868392847573,0.0193579121571006,0.833463047631085,0.424717030487955,2.51221485808492,0.351248018443584,0.0166692609526217,0.00849434060975909,0.0502442971616983,0.00702496036887169,488.178117048346,30.7862595419847,2,8,1,"5s","470nm/10 + ND5","100% light",NA
0,1,8.23471432924271,4.94867968652397,24.9971007965505,7.82189626991749,0.020535447205094,0.0123408470985635,0.0623369097170836,0.0195059757354551,0.421240562573075,0.216057325713336,1.22937362268567,0.157272391021252,0.016849622502923,0.00864229302853346,0.0491749449074268,0.00629089564085007,488.780548628429,30.9451371571072,2,9,1,"5s","470nm/10 + ND5","100% light",NA
0,1,8.43834597151726,5.22496398724616,24.6079653315246,7.69495117664337,0.0212552795252324,0.0131611183557838,0.0619847993237396,0.0193827485557768,0.834943167865276,0.430015418678522,2.45304037258029,0.325031965970993,0.0166988633573055,0.00860030837357044,0.0490608074516058,0.00650063931941986,488.287153652393,33.2191435768262,2,10,1,"5s","470nm/10 + ND5","100% light",NA
0,1,7.93376062437892,4.97767919767648,22.9231250733137,7.5732197612524,0.0222858444505026,0.0139822449372935,0.0643908007677352,0.0212730892170011,1.72602426912636,0.870068712159991,5.12225530296564,0.6806072704494,0.016757517175984,0.008447269050097,0.0497306340093752,0.00660783757717864,489.699438202247,30.5280898876404,2,11,1,"5s","470nm/10 + ND5","100% light",NA
0,1,6.64998859725893,3.5223650150001,24.6397955864668,7.6479765214026,0.0168354141702758,0.00891737978481039,0.0623792293328273,0.0193619658769686,9.4729229202494,5.20129232760519,26.1939574815333,3.16577541828156,0.0176733636571817,0.00970390359627834,0.048869323659577,0.00590629742216708,491.124050632911,30.7949367088608,2,12,1,"5s","470nm/10 + ND5","100% light",NA
0,1,6.17955294623971,2.91353281866759,24.4986800663173,7.76421063020825,0.0157240532983199,0.00741356951314909,0.06233760831124,0.0197562611455681,8.979293580167,4.85137081705034,24.2495156154037,3.02489745989442,0.0180669890949034,0.00976130949104696,0.0487917819223414,0.00608631279656825,491.488549618321,31.1959287531807,2,13,1,"5s","470nm/10 + ND5","100% light",NA
0,1,6.28236824274063,2.9274380588904,24.7702144347131,7.98802011460066,0.0157059206068516,0.00731859514722601,0.0619255360867828,0.0199700502865016,8.42249186616391,4.58732907660306,22.1828184388578,2.95294751599431,0.0184299603198335,0.0100379192048207,0.0485400841112862,0.0064615919387184,492.455,31.74,2,14,1,"5s","470nm/10 + ND5","100% light",NA
0,1,6.24902728479356,2.95378633774817,24.7074235826731,7.87209488078952,0.0156225682119839,0.00738446584437042,0.0617685589566827,0.0196802372019738,10.0520485779271,5.50456848740578,26.7841154634953,3.43633008375764,0.0181444920179189,0.00993604420109346,0.0483467788149734,0.00620276188403906,492.94,31.4875,2,15,1,"5s","470nm/10 + ND5","100% light",NA
0,1,6.39145498163998,3.07585614733398,24.8011444061995,7.81745072826743,0.0158991417453731,0.00765138345107955,0.0616943890701479,0.0194463948464364,9.61071188189089,5.24024666473269,25.5724880434573,3.22949372604489,0.0181676973192644,0.00990594832652683,0.0483411872277075,0.00610490307380887,493.599502487562,32.044776119403,2,16,1,"5s","470nm/10 + ND5","100% light",NA
0,1,6.39896242879331,3.10306785907596,24.5453879721463,7.8089045882225,0.016199904883021,0.00785586799766067,0.0621402227142944,0.0197693787043608,9.42957206722349,5.06241729855537,25.2054017260671,3.0608551427722,0.0180297745071195,0.00967957418461831,0.0481938847534743,0.00585249549287227,493.767088607595,31.9367088607595,2,17,1,"5s","470nm/10 + ND5","100% light",NA
